Entry,verb,stemlem,Positiv,Negativ,Strong,Weak,Active,Passive,Defined,commonness
STAND#1,stand,stand,,,Strong,,,,"| 71% verb: To be in or move into an upright position (182); abstract--  remain fixed, be in a specified condition or rank--""i stand convinced  of the fact,"" ""we stand in need of m",71.0
STANDARDIZE,standardize,standard,Positiv,,,,Active,,|,
STAR#3,star,star,,,,,,,| 4% verb: To play a leading role,4.0
STARE#2,stare,stare,,,,,,,|,
START#1,start,start,,,,,Active,,| 93% verb: To begin or commence,93.0
STARTLE,startle,startl,,Negativ,,,,Passive,|,
STARVE,starve,starv,,Negativ,,Weak,,Passive,|,
STATE#3,state,state,,,,,Active,,| 6% verb-adj: To declare,6.0
STATION#2,station,station,,,,,Active,,| 18% verb: To place or post in position,18.0
STAY#1,stay,stay,,,,,,,"| 97% verb: To remain in a place, situation or condition or to dwell at  a particular place",97.0
STEAL#1,steal,steal,,Negativ,,,Active,,"| 60% verb: To rob, thieve",60.0
STEAM#2,steam,steam,,,,,,,|,
STEER#2,steer,steer,,,,,Active,,|,
STEM#2,stem,stem,,,,,,Passive,|,
STEP#2,step,step,,,,,Active,,"| 29% verb: To walk, set the foot down, hurry (e.g. ""step on it,"" ""step it up"")",29.0
STICK#2,stick,stick,,,Strong,,Active,,"| 27% verb: Thrust into, pierce, put, extend",27.0
STIFLE,stifle,stifl,,Negativ,Strong,,Active,,|,
STILL#5,still,still,,,Strong,,Active,,| 0% verb: To make quiet,0.0
STIMULATE,stimulate,stimul,Positiv,,,,Active,,|,
STING,sting,ste,,Negativ,,,Active,,|,
STINK,stink,stink,,Negativ,,,,,|,
STIPULATE,stipulate,stipul,,,,,,,|,
STIR,stir,stir,,,,,,,|,
STOLE,stole,steal,,Negativ,,,Active,,| verb: Past tense of steal,
STOLEN#2,stolen,steal,,Negativ,,,,,|,
STOMACH#2,stomach,stomach,,,Strong,,,,| 3% verb: To endure,3.0
STONE#2,stone,stone,,,,,Active,,| 1% verb: To assail with rocks,1.0
STOOD#1,stood,stand,,,Strong,,,,"| 92% verb: Was in or moved into an upright position (72); existed, remained  fixed (6)",92.0
STOP#2,stop,stop,,,Strong,,Active,,"| 18% verb: To restrain, hinder, prevent",18.0
STORE#2,store,store,,,,,,,| 4% verb: To supply or stock with something for future use,4.0
STORM#2,storm,storm,,Negativ,Strong,,Active,,"| 7% verb: To rush, attack, rage",7.0
STRAGGLE,straggle,straggl,,Negativ,,Weak,Active,,|,
STRAIN#2,strain,strain,,Negativ,,,Active,,|,
STRANGLE,strangle,strangl,,Negativ,,,Active,,|,
STRAY,stray,stray,,Negativ,,,,,|,
STREAM#3,stream,stream,,,,,,,| 13% verb: To flow as a stream,13.0
STRENGTHEN#1,strengthen,strengthen,,,Strong,,Active,,| 91% verb: To make strong,91.0
STRESS#2,stress,stress,,Negativ,,,Active,,|,
STRETCH#2,stretch,stretch,,,,,Active,,|,
STRIDE#2,stride,stride,,,,,,,|,
STRIKE#1,strike,strike,,Negativ,Strong,,Active,,"| 56% verb: To attack, injure, hit (generally in retaliation and with speed),  hit upon and remove, move sharply, make an (physical) impact",56.0
STRIP#2,strip,strip,,,Strong,,Active,,|,
STRIVE,strive,strive,,,,,Active,,|,
STRIVEN,striven,strive,,,,,Active,,|,
STROKE#2,stroke,stroke,,,,,Active,,|,
STROVE,strove,strove,,,,,Active,,|,
STRUCK#1,struck,strike,,Negativ,Strong,,Active,,"| 82% verb: Hit, hit upon, made an impact, attacked",82.0
STRUCTURE#2,structure,structur,,,,,Active,,| 3% verb: To organize,3.0
STRUGGLE#2,struggle,struggl,,Negativ,,,Active,,"| 36% verb: To contend, fight",36.0
STRUT,strut,strut,Positiv,,,,Active,,|,
STUDY#1,study,studi,,,,,Active,,| 73% verb: To apply oneself to the acquisition of knowledge,73.0
STUFF#2,stuff,stuff,,,Strong,,Active,,"| 7% verb: To fill, pack tight, cram",7.0
STUMBLE,stumble,stumbl,,,,Weak,,Passive,|,
STUN,stun,stun,,,Strong,,,,|,
SUBDUE,subdue,subdu,,,Strong,,Active,,|,
SUBJECT#3,subject,subject,,,,,,,,
SUBJUGATE,subjugate,subjug,,Negativ,,Weak,,Passive,|,
SUBMERGE,submerge,submerg,,,,,,,|,
SUBMIT,submit,submit,,,,Weak,,Passive,|,
SUBSCRIBE,subscribe,subscrib,Positiv,,,,Active,,|,
SUBSIDE,subside,subsid,,Negativ,,,Active,,|,
SUBSIDIZE,subsidize,subsid,Positiv,,,,Active,,|,
SUBSIST,subsist,subsist,Positiv,,,,Active,,|,
SUBSTANTIATE,substantiate,substanti,Positiv,,,,Active,,|,
SUBSTITUTE#2,substitute,substitut,,,,,,,|,
SUBTRACT,subtract,subtract,,Negativ,,,Active,,|,
SUBVERT,subvert,subvert,,Negativ,,,Active,,|,
SUCCEED#1,succeed,succeed,Positiv,,,,,,"| 94% verb: To turn out according to desire, to achieve success",94.0
SUCCUMB,succumb,succumb,,Negativ,,Weak,,Passive,|,
SUFFER#1,suffer,suffer,,Negativ,,Weak,,Passive,| 69% verb: To experience or tolerate physical or psychological pain or  other unpleasantness,69.0
SUFFICE,suffice,suffic,Positiv,,Strong,,,,|,
SUFFOCATE,suffocate,suffoc,,Negativ,,Weak,,Passive,|,
SUGGEST#1,suggest,suggest,,,,,,Passive,"| 98% verb: To mention for consideration or possible action; to stimulate  certain thoughts, conclusions or Emotions",98.0
SUIT#3,suit,suit,Positiv,,,,,,"| 17% verb: To please, conform to, satisfy, be agreeable to",17.0
SUM#2,sum,sum,,,,,Active,,|,
SUMMARIZE,summarize,summar,,,,,Active,,|,
SUMMON#2,summon,summon,,,Strong,,Active,,|,
SUNDER,sunder,sunder,,Negativ,,,Active,,|,
SUNG,sung,sing,,,,,Active,,|,
SUNK,sunk,sink,,,,Weak,,Passive,|,
SUNKEN,sunken,sink,,,,Weak,,Passive,|,
SUPERVISE,supervise,supervis,,,,,,,,
SUPPLEMENT#2,supplement,supplement,,,Strong,,,,|,
SUPPLY#2,supply,suppli,,,Strong,,Active,,| 32% verb: To provide,32.0
SUPPORT#1,support,support,Positiv,,Strong,,Active,,"| 44% verb: Sustain, provide for, maintain, encourage, back--""i support  the program"" (48); to hold up (0)",44.0
SUPPOSE#2,suppose,suppos,,,,,,Passive,"| 36% adj: ""Supposed (to)""--expected, under obligation",36.0
SUPPRESS,suppress,suppress,,Negativ,Strong,,Active,,|,
SURFACE#2,surface,surfac,,,,,,,"| 0% verb: To come to the top, to put a top on",0.0
SURMISE,surmise,surmis,Positiv,,,,Active,,|,
SURMOUNT,surmount,surmount,Positiv,,,,Active,,|,
SURPASS,surpass,surpass,Positiv,,,,Active,,|,
SURPRISE#2,surprise,surpris,,,,,Active,,"| 45% verb: To catch unprepared, to provoke a feeling of surprise or wonder",45.0
SURRENDER#2,surrender,surrend,,,,Weak,,Passive,|,
SURROUND#1,surround,surround,,,Strong,,Active,,| 66% verb: To enclose or encompass,66.0
SURVEY#2,survey,survey,,,,,Active,,|,
SURVIVE,survive,surviv,Positiv,,Strong,,,,|,
SUSPECT#2,suspect,suspect,,Negativ,,,,,|,
SUSPEND,suspend,suspend,,Negativ,,,Active,,|,
SUSTAIN,sustain,sustain,,,Strong,,Active,,|,
SWALLOW,swallow,swallow,,,,,,,|,
SWAM,swam,swam,,,,,Active,,|,
SWAY,sway,sway,,,,,,,,
SWEAR,swear,swear,,Negativ,,,,,|,
SWEAT#2,sweat,sweat,,,,,,Passive,|,
SWEEP#2,sweep,sweep,,,,,Active,,|,
SWEETEN,sweeten,sweeten,Positiv,,,,Active,,|,
SWEPT,swept,sweep,,,,,Active,,|,
SWIM#1,swim,swim,,,,,Active,,| 57% verb: To move in water by strokes,57.0
SWING#1,swing,swing,,,,,Active,,"| 64% verb: To make or cause angular motion, to bring around",64.0
SWITCH#2,switch,switch,,,,,Active,,|,
SWOON,swoon,swoon,Positiv,,,,,Passive,|,
SWORE,swore,swear,,Negativ,,,,,|,
SWUNG,swung,swing,,,,,Active,,|,
SYMBOLIZE,symbolize,symbol,Positiv,,,,,Passive,|,
SYMPATHIZE,sympathize,sympath,Positiv,,,,,,|,
TABLE#3,table,tabl,,,,,,,| 1% verb: To put away an issue for discussion in the future,1.0
TAIL#2,tail,tail,,,,,Active,,| 2% verb: To follow,2.0
TAILOR#2,tailor,tailor,,,,,,,|,
TAINT,taint,taint,,Negativ,,,Active,,|,
TAKE#1,take,take,,,,,Active,,"| 46% verb: Used to denote acquisition, adoption or assumption, thus seize,  obtain, employ, assume, choose, get, receive, execute; assume to be, understand  or interpret in a cert",46.0
TALK#1,talk,talk,,,,,Active,,"| 83% verb: To communicate, discuss, speak; includes pseudo-adjectival forms  like ""they stood",83.0
TAMPER,tamper,tamper,,Negativ,,,Active,,|,
TAP#2,tap,tap,,,,,,,|,
TASTE#3,taste,tast,,,,,,Passive,"| 50% verb: To savor or experience (transitive)--""i tasted the melon""",50.0
TATTER,tatter,tatter,,Negativ,,,Active,,|,
TAUGHT,taught,teach,,,,,Active,,| verb: Past tense of teach,
TAUNT#2,taunt,taunt,,Negativ,,,Active,,|,
TAX#2,tax,tax,,Negativ,,,,,"| 6% verb-adj: To burden or place a strain on, to demand taxes from (1)",6.0
TEACH#1,teach,teach,,,,,Active,,"| 61% verb: Impart knowledge or skill, give instruction, train; includes  gerundive forms like ""he will start teaching soon.""",61.0
TEAR#1,tear,tear,,Negativ,,,Active,,"| 59% verb: To rip, destroy, divide",59.0
TEAR#3,tear,tear,,Negativ,,,,Passive,| 10% verb: To race around without apparent control,10.0
TEASE,tease,teas,,Negativ,,,Active,,|,
TELEGRAPH#2,telegraph,telegraph,,,,,,,|,
TELL#1,tell,tell,,,,,Active,,"| 95% verb: To relate a story or any pertinent fact, to speak, instruct,  impart information",95.0
TELLING,telling,tell,,,,,,,,
TEMPER#2,temper,temper,,Negativ,,,,,|,
TEMPT,tempt,tempt,Positiv,,,,Active,,|,
TEND#1,tend,tend,,,,,,Passive,"| 92% verb: To be inclined, to habitually behave",92.0
TERM#6,term,term,,,,,,,"| 0% verb: To denote, designate, call",0.0
TERMINATE,terminate,termin,,,Strong,,Active,,|,
TERRIFY,terrify,terrifi,,Negativ,,,Active,,|,
TERRORIZE,terrorize,terror,,Negativ,,,Active,,|,
TEST#2,test,test,,,,,Active,,"| 28% verb: To examine, to determine competence",28.0
TESTIFY,testify,testifi,,,,,,,|,
THANK#1,thank,thank,Positiv,,,,,,"| 49% verb: To express gratitude, give thanks to",49.0
THICKEN,thicken,thicken,,,Strong,,Active,,|,
THRASH,thrash,thrash,,Negativ,,,Active,,|,
THREATEN,threaten,threaten,,Negativ,Strong,,,,| verb: To menace,
THRIVE,thrive,thrive,Positiv,,Strong,,Active,,|,
THROW#1,throw,throw,,,Strong,,Active,,"| 85% verb: To hurl, to toss",85.0
THRUST#2,thrust,thrust,,,Strong,,Active,,|,
THWART,thwart,thwart,,Negativ,Strong,,Active,,|,
TIE#1,tie,tie,,,,,Active,,| 79% verb: To bind or connect with something,79.0
TILL#3,till,till,,,Strong,,Active,,| 0% verb: To cultivate,0.0
TINGLE#2,tingle,tingl,,,,,,Passive,|,
TIRE#3,tire,tire,,Negativ,,Weak,,Passive,"| 13% verb: To become bored or disinterested--""tire of""",13.0
TO#1,to,to,,,,,,,| 61% infinitive: Infinitive,61.0
TOAST#2,toast,toast,,,,,,,|,
TOIL,toil,toil,,Negativ,,,Active,,|,
TOLD#1,told,tell,,,,,Active,,"| verb: Past tense of ""tell""--to relate a story or any pertinent fact, to speak",
TOLERATE,tolerate,toler,Positiv,,,,Active,,|,
TOP#2,top,top,,,,,,,| 3% verb: To cap or surpass,3.0
TOPPLE,topple,toppl,,Negativ,,,,,|,
TORMENT,torment,torment,,Negativ,,,Active,,|,
TOSS,toss,toss,,,,,,,,
TOTAL#2,total,total,,,,,Active,,"| 3% verb: To add, to add up to",3.0
TOUCH#1,touch,touch,,,,,Active,,| 50% verb: To come into contact with,50.0
TOUR#2,tour,tour,,,,,,,|,
TRACE#2,trace,trace,,,,,,,|,
TRACK#2,track,track,,,,,,,|,
TRADE#2,trade,trade,,,,,Active,,"| 14% verb: To buy, sell, exchange",14.0
TRAIL#2,trail,trail,,,,,Active,,|,
TRAIN#2,train,train,,,,,,,,
TRAMPLE,trample,trampl,,Negativ,,,Active,,|,
TRANSFER#2,transfer,transfer,,,,,Active,,|,
TRANSFORM,transform,transform,,,Strong,,Active,,|,
TRANSGRESS,transgress,transgress,,Negativ,,,Active,,|,
TRANSLATE,translate,translat,,,,,Active,,|,
TRANSMIT,transmit,transmit,,,,,,,,
TRANSPORT#2,transport,transport,,,,,Active,,|,
TRAP#2,trap,trap,,Negativ,Strong,,Active,,| 43% verb: To capture or ensnare,43.0
TRAVEL#1,travel,travel,,,,,Active,,| 80% verb: To journey from place to place,80.0
TRAVERSE,traverse,travers,,,,,Active,,|,
TREASURE#2,treasure,treasur,Positiv,,,,,,|,
TREAT#1,treat,treat,,,,,Active,,"| 95% verb: To deal with in a specified manner, minister to, handle",95.0
TREMBLE,tremble,trembl,,,,Weak,,Passive,|,
TRESPASS,trespass,trespass,,Negativ,,,Active,,|,
TRICK#2,trick,trick,,Negativ,,,Active,,|,
TRIM,trim,trim,,,,,,,,
TRIP#2,trip,trip,,,,,,,| 8% verb: To stumble,8.0
TRIUMPH#2,triumph,triumph,Positiv,,Strong,,,,|,
TROT#2,trot,trot,,,,,Active,,|,
TROUBLE#2,trouble,troubl,,Negativ,,,,,| 5% verb: To disturb or worry,5.0
TRUDGE,trudge,trudg,,Negativ,,,Active,,|,
TRUST#1,trust,trust,Positiv,,,,,Passive,| 46% verb: To place or have confidence in someone or something,46.0
TRY#1,try,tri,,,,,Active,,| 98% verb: To attempt (infrequently,98.0
TUMBLE#2,tumble,tumbl,,,,,,Passive,|,
TURN#2,turn,turn,,,,,Active,,"| 35% verb: Intransitive--to move around, shift one's course or position  in some direction (toward, from, etc.); includes ""turn to"" meaning appeal to (4)",35.0
TWIST#2,twist,twist,,,,,Active,,|,
TWITCH,twitch,twitch,,Negativ,,,,Passive,|,
UNBIND,unbind,unbind,,,,,,,,
UNDERGO,undergo,undergo,,,,,,Passive,|,
UNDERGONE,undergone,undergo,,,,,,Passive,|,
UNDERMINE,undermine,undermin,,Negativ,Strong,,Active,,|,
UNDERSTAND#1,understand,understand,Positiv,,,,,,| 65% verb: To comprehend,65.0
UNDERSTOOD,understood,understand,Positiv,,,,,,| verb: Past tense of 'understand',
UNDERTAKE#2,undertake,undertak,,,Strong,,Active,,|,
UNDERTAKEN,undertaken,undertak,,,Strong,,Active,,|,
UNDERTOOK,undertook,undertak,,,Strong,,Active,,|,
UNDERWENT,underwent,undergo,,,,,,Passive,|,
UNDID,undid,undid,,Negativ,,,Active,,|,
UNDO,undo,undo,,Negativ,,,Active,,|,
UNDONE,undone,undo,,Negativ,,,,Passive,|,
UNFINISHED,unfinished,unfinish,,,,Weak,,,|,
UNIFY,unify,unifi,,,Strong,,Active,,|,
UNITE#1,unite,unit,,,,,Active,,"| 4% verb: To join, combine, or incorporate so as to form a single whole or unit",4.0
UNLEASH,unleash,unleash,,,Strong,,Active,,|,
UNNERVE,unnerve,unnerv,,Negativ,,,,Passive,|,
UPGRADE,upgrade,upgrad,Positiv,,,,Active,,|,
UPHELD,upheld,uphold,Positiv,,,,Active,,,
UPHOLD,uphold,uphold,Positiv,,,,Active,,,
UPLIFT,uplift,uplift,Positiv,,,,Active,,|,
UPROOT,uproot,uproot,,Negativ,,,Active,,|,
UPSET#4,upset,upset,,Negativ,Strong,,Active,,| 14% verb: To disturb Emotionally (of persons),14.0
URGE#2,urge,urg,,,Strong,,Active,,|,
USE#1,use,use,,,,,Active,,| 48% verb: To employ,48.0
USURP,usurp,usurp,,Negativ,,,Active,,|,
UTILIZE,utilize,util,Positiv,,,,Active,,|,
UTTER,utter,utter,,,,,,Passive,|,
VACATION#2,vacation,vacat,,,,,,,| 0% verb: To take a holiday,0.0
VACILLATE,vacillate,vacil,,,,Weak,,,|,
VACUUM#2,vacuum,vacuum,,,,,,,|,
VALUE#2,value,valu,Positiv,,,,,,"| 13% verb: To regard highly, esteem; to appraise the worth of something (0)",13.0
VANISH,vanish,vanish,,Negativ,,,Active,,|,
VANQUISH,vanquish,vanquish,Positiv,,,,Active,,|,
VARY#2,vary,vari,,,,,,,|,
VENERATE,venerate,vener,Positiv,,,,Active,,|,
VENTURE#2,venture,ventur,,,,,Active,,|,
VERIFY,verify,verifi,Positiv,,,,Active,,|,
VETO,veto,veto,,Negativ,,,Active,,|,
VEX,vex,vex,,Negativ,,,,,|,
VIE,vie,vie,,Negativ,,,Active,,|,
VIEW#3,view,view,,,,,,,"| 6% verb: To regard, observe, see",6.0
VINDICATE,vindicate,vindic,,,,,,,,
VIOLATE,violate,violat,,Negativ,,,Active,,|,
VISIT#1,visit,visit,,,,,,,| 77% verb: To go and stay with someone or at some place for a short time,77.0
VOICE#2,voice,voic,,,,,Active,,"| 7% verb: To give utterance or expression, to declare, proclaim",7.0
VOLUNTEER#2,volunteer,volunt,,,,,,,| 4% verb: To offer oneself for a service or undertaking,4.0
VOTE#2,vote,vote,,,,,Active,,| 69% verb: To cast a ballot,69.0
VOUCHSAFE,vouchsafe,vouchsaf,Positiv,,,,Active,,|,
WAGE#2,wage,wage,,,Strong,,Active,,|,
WAIL,wail,wail,,Negativ,,,Active,,|,
WAIT#1,wait,wait,,,,,,Passive,"| 91% verb: To stay or rest in expectation or inaction, to be available  or in readiness, to be neglected or to postpone temporarily",91.0
WAKE#2,wake,wake,,,,,Active,,| 19% verb: Rouse from sleep,19.0
WALK#1,walk,walk,,,,,Active,,"| 89% verb: To go or travel on foot at a moderate speed, proceed by steps",89.0
WALLOW,wallow,wallow,,Negativ,,,Active,,|,
WANDER,wander,wander,,,,,,Passive,"| verb: To move or go aimlessly about, roam, ramble",
WANE,wane,wane,,Negativ,,,,Passive,|,
WANT#2,want,want,,,,,,Passive,"| verb: To wish, desire, hope for",
WARM#2,warm,warm,Positiv,,,,,,"| 19% verb: To make or become physically warm, heat; to inspire with friendly  feelings or incite enthusiasm (2)",19.0
WARN#2,warn,warn,,,,,Active,,| 85% verb: To notify of impending danger or misfortune,85.0
WARP,warp,warp,,Negativ,,,Active,,|,
WARRANT#2,warrant,warrant,,,,,,,|,
WASH#1,wash,wash,,,,,Active,,| 85% verb: To clean,85.0
WASTE#2,waste,wast,,Negativ,,Weak,,,| 66% verb: To use inefficiently or unproductively,66.0
WATCH#1,watch,watch,,,,,Active,,| 85% verb: To look at closely or attentively,85.0
WATER#2,water,water,,,,,,,"| 4% verb: To give, shed, or spray with water",4.0
WAVE#2,wave,wave,,,,,,,|,
WAVER,waver,waver,,,,Weak,,,|,
WAX#2,wax,wax,,,,,,,|,
WEAKEN,weaken,weaken,,Negativ,,Weak,,,|,
WEAR#1,wear,wear,,,,,Active,,| 93% verb: To have on,93.0
WED,wed,-pron-,,,,,,,|,
WEEP,weep,weep,,Negativ,,,Active,,|,
WEIGH,weigh,weigh,,,,,,,|,
WEIGHT#2,weight,weight,,,Strong,,,,| 9% verb: To add weight or importance,9.0
WELCOME#1,welcome,welcom,Positiv,,,,,,"| 31% verb: To greet, receive or accept with pleasure",31.0
WELL#6,well,well,,,Strong,,,,"| 0% verb: To overflow, gush",0.0
WENT#1,went,go,,,,,,,|,
WEPT,wept,weep,,,,,,,|,
WHACK,whack,whack,,Negativ,Strong,,Active,,|,
WHEEL#2,wheel,wheel,,,,,,,|,
WHIMPER,whimper,whimper,,Negativ,,,Active,,|,
WHINE,whine,whine,,Negativ,,Weak,,,|,
WHIP#3,whip,whip,,Negativ,Strong,,Active,,"| 50% verb: To hit, beat, drive, vanquish",50.0
WHIRL,whirl,whirl,,,Strong,,,,|,
WHISPER#2,whisper,whisper,,,,,,,|,
WHISTLE#2,whistle,whistl,,,,,Active,,|,
WIDEN,widen,widen,,,Strong,,Active,,|,
WIELD,wield,wield,,,,,,,,
WILL#1,will,will,,,,,,,| 98% verb: Modal indicating future,98.0
WILT,wilt,wilt,,Negativ,,,,Passive,|,
WIN#1,win,win,,,Strong,,Active,,"| 93% verb: To gain, to gain a victory",93.0
WINCE,wince,winc,,Negativ,,,,Passive,|,
WIND#2,wind,wind,,,,,Active,,| 10% verb: To turn or twist,10.0
WIPE,wipe,wipe,,,,,Active,,|,
WIRE#2,wire,wire,,,,,Active,,|,
WISE#5,wise,wise,Positiv,,,,,,"| 5% verb-idiom: ""Wise up"" - become aware of the true situation",5.0
WISH#2,wish,wish,,,,Weak,,,| 91% verb: To desire or hope for something,91.0
WITCH#3,witch,witch,,,,,,,| 9% verb: To cast spells upon,9.0
WITHDRAW,withdraw,withdraw,,,,Weak,,,|,
WITHDREW,withdrew,withdraw,,,,Weak,,,|,
WITHER,wither,wither,,,,Weak,,Passive,|,
WITHHELD,withheld,withhold,,Negativ,Strong,,Active,,|,
WITHHOLD,withhold,withhold,,Negativ,Strong,,Active,,|,
WITHSTAND,withstand,withstand,,,Strong,,Active,,|,
WITNESS#2,witness,wit,,,,,,,|,
WON,won,win,,,Strong,,Active,,"| verb: Past tense and past participle of ""win""--gained a victory",
WON'T,won't,will,,,,,,,"| verb: Contraction for ""will not""",
WONDER#2,wonder,wonder,,,,,,,"| 95% verb: To speculate, to be curious about",95.0
WOO,woo,woo,Positiv,,,,Active,,|,
WORD#5,word,word,,,,,,,| 1% verb: To phrase,1.0
WORK#2,work,work,,,,,Active,,"| 40% verb: To do work, to be employed; to be in operation, to function  (much less frequent)",40.0
WORN#2,worn,wear,,Negativ,,,,,"| 60% verb: Past tense of ""wear""--deteriorated, caused to deteriorate",60.0
WORRY#1,worry,worri,,Negativ,,Weak,,Passive,"| 49% verb: To feel anxious (includes gerunds--""stop worrying"")",49.0
WORRY#3,worry,worri,,Negativ,,,Active,,| 10% verb: To cause to feel anxious,10.0
WORSEN,worsen,worsen,,Negativ,,Weak,,Passive,|,
WORSHIP#2,worship,worship,,,,,,,|,
WOULD,would,would,,,,,,,| verb: Present and past participle form of 'will',
WOUND#1,wound,wound,,Negativ,Strong,,Active,,| 46% verb: Physically or Emotionally injure,46.0
WRAP,wrap,wrap,,,,,Active,,|,
WRECK,wreck,wreck,,Negativ,,,Active,,|,
WRESTLE,wrestle,wrestl,,Negativ,,,Active,,|,
WRETCH,wretch,wretch,,Negativ,,,Active,,|,
WRITE#2,write,write,,,,,Active,,"| 82% verb: To form words, etc., on some material, or more generally to  express ideas, compose, produce",82.0
WRITHE,writhe,writh,,Negativ,,,Active,,|,
WRITTEN#1,written,write,,,,,,,| 77% verb: Past participle of write (includes post-nominal forms),77.0
WRONG#2,wrong,wrong,,Negativ,,,,,"| 1% verb: To injure, malign, treat unfairly",1.0
WROTE,wrote,write,,,,,,,"| verb: Past tense of ""write""--to form words, etc. on some material, or  more generally to express ideas, compose, produce",
YAWN,yawn,yawn,,Negativ,,,,Passive,|,
YEARN,yearn,yearn,,Negativ,,,Active,,|,
YELL#2,yell,yell,,,,,Active,,|,
YELP,yelp,yelp,,Negativ,,,Active,,|,
YIELD#2,yield,yield,,,,Weak,,,|,
